Region,City,Voting Center,Religion,Voters,Actual Voters,Discarded Votes,White Cards,Eligible Votes with White Cards
الشوف,بسابا ,مبنى البلدية الجديد - غرفة رقم 2,سني,549,332,3,14,329
الشوف,بسابا ,مبنى البلدية الجديد - غرفة رقم 3,مختلف,565,286,5,1,281
الشوف,بشتفين ,المدرسة الرسمية - غرفة رقم 1,درزي,613,375,6,4,369
الشوف,بشتفين ,المدرسة الرسمية - غرفة رقم 2,درزي,611,350,7,0,343
الشوف,بشتفين ,المدرسة الرسمية - غرفة رقم 3,درزي,623,320,4,3,316
الشوف,بطمه ,مبنى البلدية - غرفة رقم 1,مختلف,605,328,3,5,325
الشوف,بطمه ,مبنى البلدية - غرفة رقم 2,مختلف,641,325,4,3,321
الشوف,بعاصير ,المدرسة الرسمية - غرفة رقم 1,سني,643,428,2,4,426
الشوف,بعاصير ,المدرسة الرسمية - غرفة رقم 2,سني,623,429,2,3,427
الشوف,بعاصير ,المدرسة الرسمية - غرفة رقم 3,سني,593,377,2,3,375
الشوف,بعذران ,المدرسة الرسمية - غرفة رقم 1,درزي,505,265,2,5,263
الشوف,بعذران ,المدرسة الرسمية - غرفة رقم 2,مختلف,482,211,1,2,210
الشوف,بعذران ,المدرسة الرسمية - غرفة رقم 3,درزي,583,320,0,0,320
الشوف,بعذران ,المدرسة الرسمية - غرفة رقم 4,مختلف,554,251,1,1,250
الشوف,بعقلين التحتا ,تكميلية بعقلين الرسمية - غرفة رقم 1,درزي,559,256,2,0,254
الشوف,بعقلين التحتا ,تكميلية بعقلين الرسمية - غرفة رقم 2,درزي,563,285,1,2,284
الشوف,بعقلين التحتا ,تكميلية بعقلين الرسمية - غرفة رقم 3,درزي,551,221,5,0,216
الشوف,بعقلين التحتا ,تكميلية بعقلين الرسمية - غرفة رقم 4,درزي,565,267,2,2,265
الشوف,بعقلين التحتا ,تكميلية بعقلين الرسمية - غرفة رقم 5,درزي,546,217,5,0,212
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 1,درزي,548,273,11,3,262
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 2,درزي,584,257,2,2,255
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 3,درزي,583,285,1,3,284
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 4,درزي,570,246,4,4,242
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 5,درزي,575,270,0,2,270
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 6,درزي,567,240,1,1,239
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 7,درزي,559,259,2,3,257
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 8,درزي,571,239,0,1,239
الشوف,بعقلين الفوقا ,الثانوية الرسمية - غرفة رقم 9,درزي,578,240,8,3,232
الشوف,بقعاتا ,الثانوية الرسمية - غرفة رقم 3,درزي,219,127,0,1,127
الشوف,بكيفا ,كنيسة مار يوسف - غرفة رقم 1,ماروني,359,148,2,1,146
الشوف,بنويتي ,صالون الكنيسة في البلدة - غرفة رقم 1,مسيحي,347,208,3,0,205
الشوف,بيت الدين ,مبنى البلدية - غرفة رقم 1,ماروني,552,232,2,0,230
الشوف,بيت الدين ,مبنى البلدية - غرفة رقم 2,ماروني,552,189,8,0,181
الشوف,بيت الدين ,مبنى البلدية - غرفة رقم 3,مسيحي,508,126,0,0,126
الشوف,بيقون ,كنيسة بيقون - غرفة رقم 1,ماروني,493,179,1,1,178
الشوف,جباع ,دار البلدة - غرفة رقم 1,درزي,590,296,6,3,290
الشوف,جباع ,دار البلدة - غرفة رقم 2,درزي,590,336,2,2,334
الشوف,جدرا ,وادي الزينة صالون الكنيسة - غرفة رقم 1,ماروني,497,211,4,0,207
الشوف,جديدة الشوف ,الثانوية الرسمية - غرفة رقم 1,درزي,200,174,0,4,174
الشوف,جديدة الشوف ,الثانوية الرسمية - غرفة رقم 2,درزي,345,177,1,1,176
الشوف,جون ,المدرسة الرسمية - غرفة رقم 1,شيعي,589,337,12,4,325
الشوف,جون ,المدرسة الرسمية - غرفة رقم 2,روم كاثوليك,537,218,2,1,216
الشوف,جون ,المدرسة الرسمية - غرفة رقم 3,روم كاثوليك,502,195,3,1,192
الشوف,جون ,المدرسة الرسمية - غرفة رقم 4,شيعي,548,297,8,2,289
الشوف,جون ,المدرسة الرسمية - غرفة رقم 5,مختلف,520,223,0,0,223
الشوف,جون ,المدرسة الرسمية - غرفة رقم 6,مسيحي,551,220,0,2,220
الشوف,جون ,المدرسة الرسمية - غرفة رقم 7,مسيحي,476,208,8,5,200
الشوف,حارة الناعمه ,ثانوية الرئيس الشهيد رفيق الحريري الرسمية - غرفة رقم 1,سني,578,331,0,1,331
الشوف,حارة الناعمه ,ثانوية الرئيس الشهيد رفيق الحريري الرسمية - غرفة رقم 2,سني,572,373,13,2,360
الشوف,حارة الناعمه ,ثانوية الرئيس الشهيد رفيق الحريري الرسمية - غرفة رقم 3,سني,604,327,5,1,322
الشوف,حارة الناعمه ,ثانوية الرئيس الشهيد رفيق الحريري الرسمية - غرفة رقم 4,سني,607,360,4,2,356
الشوف,حارة بعاصير ,صالة الكنيسة مار الياس - غرفة رقم 1,ماروني,364,242,7,0,235
الشوف,حارة جندل ,دار الاستقبال في البلدة - غرفة رقم 1,درزي,406,255,5,2,250
الشوف,حصروت ,المدرسة الرسمية - غرفة رقم 1,مختلف,571,313,3,5,310
الشوف,حصروت ,المدرسة الرسمية - غرفة رقم 2,مختلف,622,398,6,5,392
الشوف,خربة بسري ,كنيسة مار شربل - غرفة رقم 1,ماروني,71,36,0,0,36
الشوف,داريا ,المدرسة الرسمية - غرفة رقم 1,سني,594,378,15,8,363
الشوف,داريا ,المدرسة الرسمية - غرفة رقم 2,سني,610,360,8,13,352
الشوف,داريا ,المدرسة الرسمية - غرفة رقم 3,سني,550,368,15,2,353
الشوف,داريا ,المدرسة الرسمية - غرفة رقم 4,سني,578,356,5,2,351
الشوف,داريا ,المدرسة الرسمية - غرفة رقم 5,سني,598,331,7,1,324
الشوف,دلهون ,المدرسة الرسمية المختلطة - غرفة رقم 1,سني,505,321,11,13,310
الشوف,دلهون ,المدرسة الرسمية المختلطة - غرفة رقم 2,سني,511,336,11,12,325
الشوف,دلهون ,المدرسة الرسمية المختلطة - غرفة رقم 3,سني,520,348,2,16,346
الشوف,دميت ,المدرسة الرسمية - غرفة رقم 1,درزي,416,269,8,1,261
الشوف,دميت ,المدرسة الرسمية - غرفة رقم 2,درزي,422,257,7,2,250
الشوف,دميت ,المدرسة الرسمية - غرفة رقم 3,درزي,438,276,1,1,275
الشوف,دير القمر ,السراي القديمة - غرفة رقم 1,ماروني,557,146,2,0,144
الشوف,دير القمر ,السراي القديمة - غرفة رقم 2,روم كاثوليك,548,172,4,0,168
الشوف,دير القمر ,السراي القديمة - غرفة رقم 3,ماروني,526,239,1,1,238
الشوف,دير القمر ,السراي القديمة - غرفة رقم 4,ماروني,563,276,13,2,263
الشوف,دير القمر ,السراي القديمة - غرفة رقم 5,ماروني,545,240,1,2,239
الشوف,دير القمر ,السراي القديمة - غرفة رقم 6,ماروني,557,257,2,7,255
الشوف,دير القمر ,السراي القديمة - غرفة رقم 7,ماروني,544,279,1,1,278
الشوف,دير القمر ,السراي القديمة - غرفة رقم 8,ماروني,537,202,0,0,202
الشوف,دير القمر ,السراي القديمة - غرفة رقم 9,ماروني,547,217,1,1,216
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 1,ماروني,566,266,24,2,242
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 2,ماروني,557,260,0,0,260
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 3,ماروني,574,272,27,0,245
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 4,ماروني,556,289,1,2,288
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 5,ماروني,560,293,15,1,278
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 6,ماروني,549,209,17,1,192
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 7,مسيحي,498,116,0,1,116
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 8,روم كاثوليك,512,185,8,0,177
الشوف,دير القمر ,المدرسة المهنية - غرفة رقم 9,مختلف,537,95,4,0,91
الشوف,دير بابا ,المدرسة الرسمية - غرفة رقم 1,درزي,500,304,3,8,301
الشوف,دير بابا ,المدرسة الرسمية - غرفة رقم 2,درزي,470,284,3,5,281
الشوف,دير دوريت ,مركز البلدية - غرفة رقم 1,ماروني,449,238,2,2,236
الشوف,دير دوريت ,مركز البلدية - غرفة رقم 2,ماروني,463,227,0,0,227
الشوف,دير دوريت ,مركز البلدية - غرفة رقم 3,ماروني,471,247,0,0,247
الشوف,دير دوريت ,مركز البلدية - غرفة رقم 4,ماروني,454,206,3,0,203
الشوف,دير كوشه ,المدرسة الرسمية - غرفة رقم 1,درزي,542,316,2,2,314
الشوف,سبلين ,المدرسة الرسمية - غرفة رقم 1,مختلف,452,231,1,3,230
الشوف,سبلين ,المدرسة الرسمية - غرفة رقم 2,مختلف,517,278,6,3,272
الشوف,سرجبال ,مركز البلدية - غرفة رقم 1,مسيحي,600,335,2,2,333
الشوف,سرجبال ,مركز البلدية - غرفة رقم 2,مسيحي,580,317,2,0,315
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 1,سني,644,346,16,2,330
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 2,سني,609,312,4,4,308
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 3,سني,580,252,6,4,246
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 4,سني,658,387,10,1,377
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 5,سني,658,391,10,1,381
الشوف,شحيم ,مجمع المدارس جبل سويد - غرفة رقم 6,سني,671,339,17,3,322
الشوف,شحيم ,مجمع مدارس جبل سويد - غرفة رقم 7,سني,565,392,10,4,382
الشوف,شحيم ,مجمع مدارس جبل سويد - غرفة رقم 8,سني,548,319,9,1,310
الشوف,شحيم ,مجمع مدارس جبل سويد - غرفة رقم 9,سني,554,402,3,4,399
الشوف,شحيم ,مدرسة شحيم الرسمية الثانية – حي بلاط - غرفة رقم 1,سني,511,272,10,3,262
الشوف,شحيم ,مدرسة شحيم الرسمية الثانية – حي بلاط - غرفة رقم 2,سني,487,263,5,3,258
الشوف,شحيم ,مدرسة شحيم الرسمية الثانية – حي بلاط - غرفة رقم 3,سني,534,345,12,6,333
الشوف,شحيم ,مدرسة شحيم الرسمية الثانية – حي بلاط - غرفة رقم 4,سني,509,327,3,6,324
الشوف,شحيم ,مدرسة كوليج يونفرسال - غرفة رقم 1,سني,654,358,2,2,356
الشوف,شحيم ,مدرسة كوليج يونفرسال - غرفة رقم 2,سني,619,377,7,7,370
الشوف,شحيم ,مدرسة كوليج يونفرسال - غرفة رقم 3,سني,675,463,6,8,457
الشوف,شحيم ,مدرسة كوليج يونفرسال - غرفة رقم 4,سني,637,450,4,8,446
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 1,سني,504,259,7,2,252
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 10,سني,562,338,7,1,331
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 2,سني,466,322,12,3,310
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 3,سني,545,306,3,3,303
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 4,سني,554,327,6,5,321
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 5,سني,573,321,3,4,318
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 6,سني,533,300,5,2,295
الشوف,شحيم ,معهد شحيم الفني - غرفة رقم 7,سني,584,385,4,5,381
